topic,link,domain,published_date,title,lang
SPORTS,https://www.theage.com.au/sport/afl/riewoldt-fined-for-low-blow-as-tigers-count-cost-of-loss-to-port-20200809-p55k2g.html,theage.com.au,2020-08-09 08:57:00,Riewoldt fined for low blow as Tigers count cost of loss to Port,en
HEALTH,https://www.zmescience.com/medicine/even-if-we-had-a-covid-19-vaccine-tomorrow-many-people-wouldnt-take-it/,zmescience.com,2020-08-10 21:20:17,"Even if we had a COVID-19 vaccine tomorrow, many people wouldn’t take it",en
NATION,https://www.thesun.co.uk/news/12341010/couple-win-lotto-after-redundancy/,thesun.co.uk,2020-08-07 13:15:00,Couple scoop £1m Lotto prize just 24 hours after redundancy,en
HEALTH,https://www.health24.com/Diet-and-nutrition/Healthy-diets/the-veggie-trap-how-to-reach-your-weight-loss-goals-on-a-vegetarian-diet-20200813,health24.com,2020-08-16 02:46:32,The 'veggie' trap: how to reach your weight loss goals on a vegetarian diet,en
NATION,https://www.newshub.co.nz/home/new-zealand/2020/08/former-employee-admits-defrauding-te-papa-of-120-000.html,newshub.co.nz,2020-08-16 20:30:09,"Former employee admits defrauding Te Papa of $120,000",en
ENTERTAINMENT,https://www.cheatsheet.com/entertainment/people-are-criticizing-kanye-west-for-moving-away-from-kim-kardashian-and-their-kids.html/,cheatsheet.com,2020-08-11 01:20:41,People Are Criticizing Kanye West for Moving Away From Kim Kardashian and Their Kids,en
NATION,https://www.nydailynews.com/news/national/ny-california-cop-saves-man-train-20200813-5ppfw3ypevba7klj54iu7vdqfq-story.html,nydailynews.com,2020-08-13 02:58:00,California cop saves man in wheelchair from being killed by train,en
HEALTH,https://www.timesnownews.com/health/article/scientists-identify-potential-drug-candidate-against-covid/637717,timesnownews.com,2020-08-16 05:02:57,Scientists identify potential drug candidate against COVID-19,en
NATION,https://i.stuff.co.nz/national/politics/300077783/election-2020-shane-jones-a-distant-third-in-northland-poll-meaning-nz-first-could-leave-parliament,i.stuff.co.nz,2020-08-08 21:25:00,"Election 2020: Shane Jones a distant third in Northland poll, meaning NZ First could leave Parliament",en
BUSINESS,https://www.globenewswire.com/news-release/2020/08/13/2078063/0/en/NioBay-Reports-a-Significant-Recovery-Rate-at-James-Bay-Niobium.html,globenewswire.com,2020-08-13 15:00:00,NioBay Reports a Significant Recovery Rate at James Bay Niobium,en
WORLD,https://borkena.com/2020/08/08/ethiopia-never-again-a-hollow-promise-sage/,borkena.com,2020-08-09 01:54:12,Ethiopia : “Never Again!” A Hollow Promise (SAGE),en
ENTERTAINMENT,https://www.cinemablend.com/news/2551466/dave-franco-and-other-actors-with-promising-directing-careers,cinemablend.com,2020-08-03 23:00:00,Dave Franco And 8 Other Actors With Promising Directing Careers,en
NATION,https://www.thesun.co.uk/news/12406860/hms-trent-breaks-down-near-gibraltar/,thesun.co.uk,2020-08-14 20:59:00,Royal Navy’s newest £100 million warship HMS Trent breaks down at sea days into maiden voyage,en
TECHNOLOGY,https://news.abplive.com/news/gadgets/zoom-update-brings-new-features-noise-cancellation-filters-reactions-know-all-about-it-1305477,news.abplive.com,2020-08-06 15:53:51,"Zoom Update Brings New Features: Noise Cancellation, Filters, Reactions; Know All About It",en
SPORTS,https://www.indiatoday.in/sports/cricket/story/ravichandran-ashwin-condoles-karan-tiwari-death-by-suspected-suicide-1711126-2020-08-14,indiatoday.in,2020-08-14 09:02:55,Demise of Mumbai-based cricketer is such a reality check: R Ashwin on Karan Tiwari suicide,en
SPORTS,https://www.stcatharinesstandard.ca/ts/sports/soccer/2020/08/06/canadian-soccer-star-jonathan-david-closes-in-on-lille-deal.html,stcatharinesstandard.ca,2020-08-06 22:22:39,Canadian soccer star Jonathan David closes in on Lille deal,en
BUSINESS,https://www.globenewswire.com/news-release/2020/08/05/2073280/0/en/AgEagle-Aerial-Systems-to-Host-Corporate-Update-on-Tuesday-August-18-2020-at-11-00-AM-ET.html,globenewswire.com,2020-08-05 12:30:00,"AgEagle Aerial Systems to Host Corporate Update on Tuesday, August 18, 2020 at 11:00 AM ET",en
TECHNOLOGY,https://www.forbes.com/sites/paultassi/2020/08/12/so-is-cyberpunk-2077-going-to-be-delayed-out-of-2020-or-not/,forbes.com,2020-08-12 13:29:00,"So, Is ‘Cyberpunk 2077’ Going To Be Delayed Out Of 2020 Or Not?",en
TECHNOLOGY,https://www.dexerto.com/apex-legends/apex-legends-season-6-update-rampart-crafting-early-patch-notes-1407367,dexerto.com,2020-08-17 20:12:13,"Apex Legends Season 6 update: Rampart, Crafting, early patch notes",en
TECHNOLOGY,https://appleinsider.com/articles/20/08/13/apple-car-may-control-how-doors-move-offer-motion-sickness-free-vr,appleinsider.com,2020-08-13 17:07:20,"'Apple Car' may control how doors move, offer motion sickness-free VR",en
TECHNOLOGY,https://www.gamespot.com/articles/linkin-parks-mike-shinoda-is-writing-a-song-for-ga/1100-6480859/,gamespot.com,2020-08-12 06:12:00,Linkin Park's Mike Shinoda Is Writing A Song For Gamescom 2020,en
SPORTS,http://www.sportingpedia.com/2020/08/15/inter-vs-shakhtar-donetsk-preview-tips-and-odds/,sportingpedia.com,2020-08-15 08:06:17,"Inter vs Shakhtar Donetsk Preview, Tips and Odds",en
BUSINESS,https://www.incpak.com/business/currency-exchange-rates-pakistan-13-august-2020/,incpak.com,2020-08-13 11:44:03,Currency Exchange Rates in Pakistan Today [13 August 2020],en
TECHNOLOGY,https://theunionjournal.com/vivo-y20-is-on-the-way-with-the-snapdragon-460-at-the-helm/,theunionjournal.com,2020-08-16 05:39:00,vivo Y20 is on the way with the Snapdragon 460 at the helm,en
HEALTH,https://www.businessinsider.com.au/smoking-vaping-cannabis-could-trigger-heart-attacks-2020-8,businessinsider.com.au,2020-08-05 20:34:00,Smoking or vaping cannabis could trigger heart attacks and palpitations,en
NATION,https://www.timesofisrael.com/idf-shoots-wounds-palestinian-throwing-fire-bomb-at-rachels-tomb/,timesofisrael.com,2020-08-16 21:55:00,"IDF shoots, wounds Palestinian throwing fire bomb at Rachel’s Tomb",en
BUSINESS,https://www.cbc.ca/news/canada/montreal/port-montreal-general-strike-longshoremen-1.5680389,cbc.ca,2020-08-10 15:30:00,Montreal's port shut down as longshore workers launch unlimited strike,en
WORLD,https://www.cnnphilippines.com/news/2020/8/10/ph-on-thai-rath-land-of-covid-19.html,cnnphilippines.com,2020-08-10 23:24:26,PH official expresses dissatisfaction over Thai newspaper's headline calling PH 'land of COVID-19',en
BUSINESS,https://techcrunch.com/2020/08/11/atomwises-machine-learning-based-drug-discovery-service-raises-123-million/,techcrunch.com,2020-08-11 12:28:24,Atomwise’s machine learning-based drug discovery service raises $123 million,en
SPORTS,https://sircharlesincharge.com/2020/08/06/nba-bubble-results-working/,sircharlesincharge.com,2020-08-06 14:04:00,NBA continues to prove that the bubble works,en
TECHNOLOGY,https://www.macrumors.com/2020/08/05/apple-jobs-site-benefits/,macrumors.com,2020-08-05 19:09:00,Apple Adds New 'Benefits' Section to Jobs Site,en
HEALTH,https://www.firstpost.com/health/a-new-way-to-monitor-skin-cancer-scientists-suggest-a-urine-test-could-help-track-progression-and-treatment-response-8699401.html,firstpost.com,2020-08-12 11:16:31,A new way to monitor skin cancer: Scientists suggest..st could help track progression and treatment response,en
BUSINESS,https://www.telegraph.co.uk/business/2020/08/17/markets-live-latest-coronavirus-news-pound-euro-ftse-100/,telegraph.co.uk,2020-08-17 09:15:15,FTSE treads water as US-China trade talks postponed – live updates,en
WORLD,https://www.nation.co.ke/kenya/news/africa/changing-climate-threatens-livelihoods-in-lake-chad-basin-1919398,nation.co.ke,2020-08-15 06:32:14,Changing climate threatens livelihoods in Lake Chad Basin,en
WORLD,https://www.geo.tv/latest/300997-downsized-hajj-concludes-amid-coronavirus-pandemic,geo.tv,2020-08-03 07:57:00,Downsized Hajj concludes amid coronavirus pandemic,en
TECHNOLOGY,https://www.nintendolife.com/news/2020/08/animal_crossing_new_horizons_update_1_4_1_patch_notes_-_hacked_trees_are_gone,nintendolife.com,2020-08-06 02:35:00,"Animal Crossing: New Horizons Update 1.4.1 Patch Notes - Resolves Some Tree, Soil And Shovel Issues",en
WORLD,https://www.cnn.com/2020/08/11/politics/donald-trump-coronavirus-briefing-europe-college-football-new-york-police-firing/index.html,cnn.com,2020-08-12 02:11:00,"Fact check: Trump falsely suggests large number of NYPD cops were fired, misleads on European coronavirus numbers",en
HEALTH,https://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=12353867,nzherald.co.nz,2020-08-04 22:26:04,Covid 19 coronavirus: US nears 5 million virus cases,en
SPORTS,https://www.goal.com/en-gh/news/i-was-not-the-only-player-ozil-explains-why-he-didnt-take/gembig5rrj751sx4uclam736z,goal.com,2020-08-13 07:24:00,'People have been trying to destroy me' - Ozil explains why he didn't take Arsenal pay cut despite £350k-a-week wages,en
ENTERTAINMENT,https://www.vogue.in/wedding-wardrobe/collection/miheeka-bajaj-rewore-mother-bridal-heirloom-red-bandhini-lehenga-designer-blouse-earrings-bangles-rana-daggubati-wedding/,vogue.in,2020-08-15 01:20:18,Miheeka Bajaj wore her mother’s bridal bandhini lehenga for this pre-wedding celebration,en
NATION,https://www.news24.com/fin24/companies/industrial/tensions-loom-between-tobacco-producers-and-ban-lifts-20200817,news24.com,2020-08-17 19:30:00,Tensions loom between tobacco producers as ban lifts,en
WORLD,https://www.thesun.co.uk/news/12379783/greece-coronavirus-rise-bars-restaurants-curfew-italy-quarantine-list/,thesun.co.uk,2020-08-12 09:19:00,Greece bars and restaurants hit with coronavirus curfew after infection rise as Italy puts country on,en
ENTERTAINMENT,https://timesofindia.indiatimes.com/tv/news/hindi/is-sharad-malhotra-the-final-choice-for-the-lead-role-in-ekta-kapoors-naagin-5/articleshow/77311399.cms,timesofindia.indiatimes.com,2020-08-02 04:51:00,Is Sharad Malhotra the final choice for the lead role in Ekta Kapoor's Naagin 5?,en
TECHNOLOGY,https://www.pcgamesn.com/fallout-76/bug-quakecon,pcgamesn.com,2020-08-09 17:04:00,Fallout 76 dev encounters fast-travel bug live at QuakeCon,en
SCIENCE,https://www.sproutwired.com/nasas-osiris-rex-mission-prepares-for-landing-on-an-asteroid/,sproutwired.com,2020-08-15 08:05:13,NASA's OSIRIS-REx mission prepares for landing on an asteroid,en
WORLD,https://www.theguardian.com/world/live/2020/aug/13/coronavirus-live-news-covid-19-may-have-been-in-new-zealand-city-for-weeks-russia-vaccine-due-in-fortnight,theguardian.com,2020-08-13 21:35:00,Coronavirus live news: UK adds France to quarantine list from 4am BST on Saturday,en
HEALTH,https://www.vancouverisawesome.com/vancouver-news/vch-covid-19-exposure-pierres-champagne-lounge-west-oak-restaurant-2632265,vancouverisawesome.com,2020-08-12 17:48:45,"VCH expands warning for COVID-19 exposure at Pierre's Champagne Lounge, West Oak Restaurant",en
NATION,https://www.malaysiakini.com/news/537942,malaysiakini.com,2020-08-09 02:47:00,"Mat Hasan eyeing Rembau in GE15, may move KJ to nearby seat",en
TECHNOLOGY,https://www.businessinsider.com/what-is-pop-up-blocker,businessinsider.com,2020-08-07 15:26:02,What is a pop-up blocker? How to manage your browser's pop-up blocker,en
ENTERTAINMENT,https://io9.gizmodo.com/then-everything-changed-when-the-gif-party-attacked-1844728482,io9.gizmodo.com,2020-08-14 20:15:00,"Then, Everything Changed When the Gif Party Attacked",en
HEALTH,https://www.galwaydaily.com/news/covid-19/coronavirus-spike-in-galway-covid-cases-as-nphet-confirms-200-new-cases-today/,galwaydaily.com,2020-08-15 18:18:00,"Spike in new Galway cases, 200 cases confirmed in Republic",en
BUSINESS,https://www.globenewswire.com/news-release/2020/08/11/2076664/0/en/Coffee-Beans-Market-Forecast-to-2027-COVID-19-Impact-and-Global-Analysis-by-Product-End-Use-and-Geography.html,globenewswire.com,2020-08-11 18:26:00,"Coffee Beans Market Forecast to 2027 - COVID-19 Impact and Global Analysis by Product, End Use, and Geography",en
WORLD,https://www.aljazeera.com/news/2020/08/george-floyd-death-officer-minimises-role-questioning-200815185848491.html,aljazeera.com,2020-08-15 20:32:00,George Floyd's death: Officer minimises role during questioning,en
NATION,https://www.bbc.co.uk/news/uk-scotland-scotland-politics-53719477,bbc.co.uk,2020-08-10 12:04:25,Nicola Sturgeon 'sorry' over Scottish exam results,en
NATION,https://www.news24.com/news24/southafrica/news/pics-four-arrested-in-western-cape-drug-bust-tobacco-products-worth-r1m-seized-20200812,news24.com,2020-08-12 13:09:28,"PICS | Four arrested in Western Cape drug bust, tobacco products worth R1m seized",en
TECHNOLOGY,https://www.digitaltrends.com/gaming/ashraf-ismail-ubisoft-fired/,digitaltrends.com,2020-08-14 20:50:00,Former Assassin’s Creed: Valhalla director fired following investigation,en
SPORTS,https://www.espn.com/soccer/mexico-mex/story/4153201/mexico-legend-rafa-marquez-starts-youth-coaching-career-in-spains-fourth-division,espn.com,2020-08-04 17:53:10,Mexico legend Rafa Marquez starts youth coaching career in Spain's fourth division,en
TECHNOLOGY,https://www.whichcar.com.au/news/manthey-racing-porsche-911-gt3-rs-mr,whichcar.com.au,2020-08-10 07:38:05,"Manthey-Racing reveals Porsche 911 GT3 RS MR, coming to Australia",en
ENTERTAINMENT,https://www.cosmo.ph/entertainment/sharon-cuneta-kc-concepcion-you-are-not-alone-a1014-20200814,cosmo.ph,2020-08-14 08:14:00,Sharon Cuneta Reminds KC Concepcion That She Is Not Alone,en
SPORTS,https://talksport.com/football/742758/sergio-reguilon-transfer-news-chelsea-and-everton-position-stats/,talksport.com,2020-08-07 07:42:07,Sergio Reguilon: Chelsea and Everton transfer target who ex-teammates thought was a ‘bit of a simpleton’,en
WORLD,https://www.bbc.co.uk/news/world-us-canada-53739323,bbc.co.uk,2020-08-11 20:26:15,Biden VP pick: Kamala Harris chosen as running mate,en
WORLD,https://www.msn.com/en-us/news/world/back-from-the-dead-stem-cells-give-hope-for-revival-of-malaysias-extinct-rhinos/ar-BB17Rk1m?li=BBnb7Kz,msn.com,2020-08-12 08:03:00,Back from the dead? Stem cells give hope for revival of Malaysia's extinct rhinos,en
SPORTS,https://futaa.com/article/212212/ghanaian-midfielder-yaw-ackah-signs-turkish-top-division-side-kayserispor,futaa.com,2020-08-17 14:21:13,Ghanaian midfielder Yaw Ackah signs Turkish top division side Kayserispor,en
BUSINESS,https://en.globes.co.il/en/article-Israeli-DataOps-co-K2View-raises-28m-1001339019,en.globes.co.il,2020-08-11 14:05:08,Israeli DataOps co K2View raises $28m,en
NATION,https://allafrica.com/stories/202008171134.html,allafrica.com,2020-08-17 15:20:13,Namibia: Cricket Namibia Continues With Quest to Upskill Staff and National Players,en
NATION,https://economictimes.indiatimes.com/news/politics-and-nation/cbi-books-ambience-group-promoter-huda-officials-for-alleged-illegal-construction-of-commercial-complex/articleshow/77464925.cms,economictimes.indiatimes.com,2020-08-10 13:19:00,CBI books Ambience Group promoter & HUDA officials for alleged illegal construction of commercial complex,en
HEALTH,https://bgr.com/2020/08/03/coronavirus-immunity-test-antibody-study-mild-asymptomatic-covid-19-cases/,bgr.com,2020-08-04 01:08:00,Coronavirus antibody tests might come back negative for people who had mild cases,en
NATION,https://www.dailymail.co.uk/news/article-8615887/I-understand-youre-mad-Ben-Sasse-lashes-Trump-spat-calling-COVID-orders-slop.html,dailymail.co.uk,2020-08-11 14:02:05,Ben Sasse responds to Donald Trump as Twitter feud builds,en
WORLD,https://www.timeslive.co.za/news/south-africa/2020-08-11-germany-boosts-fight-against-improper-conduct-inside-the-npa/,timeslive.co.za,2020-08-11 09:16:00,Germany boosts fight against improper conduct inside the NPA,en
WORLD,https://www.abc.net.au/news/2020-08-09/mauritius-crash-owners-apologise-causing-environment-disaster/12539772,abc.net.au,2020-08-09 13:57:00,Japanese operators of bulk carrier leaking oil off Mauritius apologise for causing environmental disaster,en
WORLD,https://www.esi-africa.com/industry-sectors/renewable-energy/sparking-a-green-recovery-to-keep-africas-economy-going/,esi-africa.com,2020-08-07 09:51:00,Afreximbank Sparking a green recovery to keep Africa's economy going,en
HEALTH,https://www.todayonline.com/world/vietnam-health-ministry-buy-russian-covid-19-vaccine-state-media,todayonline.com,2020-08-14 06:13:30,Vietnam health ministry to buy Russian COVID-19 vaccine - state media,en
TECHNOLOGY,https://www.biometricupdate.com/202008/syntiant-announces-35m-funding-for-edge-ai-chips-after-shipping-1m-units,biometricupdate.com,2020-08-07 18:36:43,$35M round for Syntiant and 1 million always-on voice and sensor chips shipped,en
TECHNOLOGY,https://www.sportbible.com/football/football-news-top-10s-lionel-messi-among-stars-battling-for-panna-dor-20200812,sportbible.com,2020-08-12 15:31:00,Lionel Messi Among Stars Battling for 'Panna d'Or' - For Most Nutmegs In A Year,en
TECHNOLOGY,https://www.techradar.com/news/vodafone-tackles-optus-with-new-50gb-audollar35-unlimited-mobile-plan,techradar.com,2020-08-12 03:26:00,"Vodafone tackles Optus with new 50GB, AU$35 ""unlimited"" mobile plan",en
SPORTS,https://www.grandprix.com/news/hulkenberg-hailed-but-perez-likely-to-return.html,grandprix.com,2020-08-09 11:28:29,"Hulkenberg hailed, but Perez likely to return",en
SPORTS,https://www.sportsnet.ca/baseball/mlb/mets-outfielder-yoenis-cespedes-opting-2020-season/,sportsnet.ca,2020-08-02 20:56:00,Braves beat Mets for fifth win in a row as Cespedes opts out,en
SPORTS,https://www.mirror.co.uk/sport/formula-1/lewis-hamiltons-future-fresh-doubt-22523038,mirror.co.uk,2020-08-14 15:42:00,Lewis Hamilton's future in fresh doubt after Toto Wolff makes Mercedes F1 admission,en
WORLD,https://nation.com.pk/15-Aug-2020/canadian-pm-felicitates-pakistani-nation-on-independence-day,nation.com.pk,2020-08-14 20:48:40,Canadian PM felicitates Pakistani nation on Independence Day,en
BUSINESS,https://www.globenewswire.com/news-release/2020/08/04/2072097/0/en/Automatic-Identification-Data-Capture-Market-Research-Report-by-Product-by-Offering-by-Vertical-Global-Forecast-to-2025-Cumulative-Impact-of-COVID-19.html,globenewswire.com,2020-08-04 02:44:00,"Automatic Identification & Data Capture Market Research Report by Product, by Offering, by Vertical - Global Forecast to 2025 - Cumulative Impact of COVID-19",en
TECHNOLOGY,https://mobilesyrup.com/2020/08/17/apple-independent-repair-shop-mac/,mobilesyrup.com,2020-08-17 20:37:00,Apple's independent repair shop program now includes Macs,en
BUSINESS,https://www.ft.com/content/a8e9b133-8e42-4fd0-b5cf-a4c0568bc2ce,ft.com,2020-08-04 23:01:00,Mizuho chief predicts wave of Covid M&A and succession shake-ups,en
NATION,https://www.thesun.ie/news/5777078/man-killed-stabbing-clontarf-dublin-gardai/,thesun.ie,2020-08-13 10:30:00,"Man, 20s, killed after horror stabbing at ‘low support’ hostel in Clontarf, Dublin, as Gardai quiz young man",en
HEALTH,https://www.newswire.ca/news-releases/providence-therapeutics-reports-supportive-preclinical-data-for-its-covid-19-vaccine-candidate-ptx-covid19-b--814021824.html,newswire.ca,2020-08-05 11:59:00,Providence Therapeutics Reports Supportive Preclinical Data for its COVID-19 Vaccine Candidate (PTX-COVID19-B),en
ENTERTAINMENT,https://www.thesun.ie/tvandshowbiz/5777773/vogue-williams-chained-house-backlash-lunch-date/,thesun.ie,2020-08-13 11:54:01,Vogue Williams says she doesn’t ‘need to be chained to house’ after she faced backlash for going on ‘lunch dat,en
SPORTS,https://www.teamtalk.com/news/euro-transfer-gossip-tottenham-inter-ndombele-skriniar-swap-arsenal-martinez-10-clubs-keen,teamtalk.com,2020-08-14 11:14:34,Euro Paper Talk: Tottenham eye Serie A swap; 10 clubs after Arsenal star,en
SPORTS,https://www.cbssports.com/mlb/news/cardinals-covid-19-outbreak-team-cleared-to-travel-return-to-field-after-quarantine-and-negative-tests/,cbssports.com,2020-08-05 02:36:00,"Cardinals COVID-19 outbreak: Team cleared to travel, return to field after quarantine and negative tests",en
WORLD,https://au.finance.yahoo.com/news/asian-markets-mixed-eyes-china-032749216.html,au.finance.yahoo.com,2020-08-17 21:33:45,European and Wall Street stocks mostly up despite US-China tensions,en
WORLD,https://www.vanguardngr.com/2020/08/at-least-two-dead-as-suicide-attack-hits-mogadishu/,vanguardngr.com,2020-08-04 09:37:00,At least two dead as suicide attack hits Mogadishu,en
ENTERTAINMENT,https://www.cheatsheet.com/entertainment/seth-rogen-leaked-a-movie-plot-that-hes-been-working-on-for-almost-a-decade.html/,cheatsheet.com,2020-08-07 04:08:27,Seth Rogen Leaked a Movie Plot That He's Been Working on for Almost a Decade,en
NATION,https://www.chicagotribune.com/weather/ct-chicago-weather-tornado-rogers-park-derecho-waterspout-20200811-xgdmvq7nrja4jcjizym66bj6xi-story.html,chicagotribune.com,2020-08-11 12:59:00,Possible Rogers Park tornado as powerful Illinois storms knock out power,en
WORLD,https://www.vanguardngr.com/2020/08/southern-kaduna-genocide/,vanguardngr.com,2020-08-04 00:49:00,Southern Kaduna genocide,en
ENTERTAINMENT,https://www.dnaindia.com/bollywood/report-serial-skirt-chaser-ranbir-kapoor-won-t-be-called-rapist-deepika-padukone-not-called-psycho-witch-kangana-ranaut-2836812,dnaindia.com,2020-08-09 17:15:00,"'Serial skirt chaser' Ranbir Kapoor won't be called rapist, Deepika Padukone not called psycho, witch: Kangana",en
WORLD,https://www.theguardian.com/uk-news/2020/aug/11/dover-mp-natalie-elphicke-tories-invading-migrants-letter-channel-crossings,theguardian.com,2020-08-11 10:44:00,Dover MP refuses to back fellow Tories' ‘invading migrants’ rhetoric,en
ENTERTAINMENT,https://www.sportskeeda.com/wwe/news-the-miz-using-scripts-written-daniel-bryan,sportskeeda.com,2020-08-14 12:14:56,The Miz on using scripts written by Daniel Bryan,en
WORLD,https://www.thesun.co.uk/news/12369436/donald-trump-latest-news-live-updates/,thesun.co.uk,2020-08-13 08:08:31,Donald Trump latest news: President’s hair-washing complaint forces US to propose change to shower rules – LIV,en
ENTERTAINMENT,https://timesofindia.indiatimes.com/tv/news/hindi/sanjivani-2s-gaurav-chopra-pleads-for-plasma-of-a-recovered-corona-patient-for-his-father-karanvir-bohra-asks-people-to-help-him/articleshow/77499383.cms,timesofindia.indiatimes.com,2020-08-12 06:34:00,Sanjivani 2's Gaurav Chopra pleads for plasma of a recovered corona patient for his father; Karanvir Bohr,en
HEALTH,https://www.dailytelegraph.com.au/subscribe/news/1/?sourceCode=DTWEB_WRE170_a&dest=https%3A%2F%2Fwww.dailytelegraph.com.au%2Fnews%2Fnsw%2Fmental-health-worsens-in-young-aussies-due-to-covid19-report-reveals%2Fnews-story%2F9391154de54123d945e7850baecee27f&memtype=anonymous&mode=premium&nk=7c4cef37b7f852e686a9c3e5dc505f42-1597561921,dailytelegraph.com.au,2020-08-15 04:53:00,"Mental health worsens in young Aussies due to COVID-19, report reveals",en
ENTERTAINMENT,https://www.plantbasednews.org/news/simon-cowell-ditches-plant-based-diet-accident,plantbasednews.org,2020-08-17 10:17:35,Simon Cowell 'Ditches Plant-Based Diet' After Breaking His Back In Accident,en
ENTERTAINMENT,https://www.radiotimes.com/news/tv/2020-08-13/mcdonald-and-dodds-season-2-release-date/,radiotimes.com,2020-08-13 10:38:00,When is McDonald & Dodds season 2's release date? ITV drama renewed,en
WORLD,https://www.daijiworld.com/news/newsDisplay.aspx?newsID=739504,daijiworld.com,2020-08-10 12:27:11,Driving with car windows open means more foul air for you,en
HEALTH,https://7news.com.au/lifestyle/health-wellbeing/new-study-finds-which-masks-are-the-least-and-most-effective-in-stopping-the-spread-of-coronavirus-c-1227421,7news.com.au,2020-08-09 20:33:51,Best and worst face masks for stopping the spread of coronavirus,en
NATION,https://edmontonjournal.com/news/politics/albertas-education-minister-to-announce-next-steps-to-update-k-12-curriculum,edmontonjournal.com,2020-08-06 19:54:40,"New Alberta curriculum delayed due to COVID-19, LaGrange says",en
NATION,https://www.breakingnews.ie/ireland/sinn-fein-publish-bill-to-ban-car-parking-space-co-living-1013797.html,breakingnews.ie,2020-08-11 17:21:00,Sinn Féin publish bill to ban 'car parking space' co-living,en
WORLD,https://metro.co.uk/2020/08/15/1000-migrants-make-dangerous-channel-crossing-10-days-13133308/,metro.co.uk,2020-08-15 18:17:00,"More than 1,000 migrants make dangerous Channel crossing in 10 days",en
NATION,https://www.dailytelegraph.com.au/subscribe/news/1/?sourceCode=DTWEB_WRE170_a_TCA_PC&dest=https%3A%2F%2Fwww.dailytelegraph.com.au%2Ftruecrimeaustralia%2Fpolice-courts%2Fpolice-officers-filmed-sex-with-17yearold-girl-court-told%2Fnews-story%2F65c2dd2d5bda824e98236093ebe85514&memtype=anonymous&mode=premium&nk=1426dc4fa34a52db35049fc11027a1cd-1596669207,dailytelegraph.com.au,2020-08-05 12:35:00,"Officers ‘filmed sex with 17-year-old girl’, police allege",en
ENTERTAINMENT,https://www.cosmopolitanme.com/life/the-ellen-degeneres-show-is-under-investigation,cosmopolitanme.com,2020-08-03 14:29:07,The Ellen DeGeneres Show is under investigation,en
HEALTH,https://www.lawsociety.ie/gazette/top-stories/face-coverings-in-shops-now-mandatory/,lawsociety.ie,2020-08-10 09:29:09,Face coverings in shops now mandatory,en
WORLD,https://www.express.co.uk/news/world/1322380/brexit-news-latest-donald-trump-trade-tariffs-uk-greece-airbus-eu-news,express.co.uk,2020-08-13 10:57:00,Brexit victory: Trump to remove trade tariffs on UK – as France and Germany foot the bill,en
SCIENCE,https://www.eurekalert.org/pub_releases/2020-08/uom-uri081320.php,eurekalert.org,2020-08-13 16:12:08,UMD researchers identify structure of blue whirls,en
NATION,https://i.stuff.co.nz/national/politics/122468902/election-change-gets-backing-of-bridges-and-muller,i.stuff.co.nz,2020-08-17 03:00:00,Election change gets backing of Bridges and Muller,en
WORLD,https://en.antaranews.com/news/154066/indonesia-apportions-rp-5-trillion-funds-for-covid-19-vaccines-in-2020,en.antaranews.com,2020-08-12 10:40:48,Indonesia apportions Rp-5 trillion funds for COVID-19 vaccines in 2020,en
TECHNOLOGY,https://www.kotaku.com.au/2020/08/how-to-survive-fall-guys-toughest-mini-games/,kotaku.com.au,2020-08-05 19:00:00,How To Survive Fall Guys’ Toughest Mini-Games,en
BUSINESS,https://www.fool.com/investing/2020/08/04/heres-my-single-best-investment-idea-for-august.aspx,fool.com,2020-08-04 09:51:00,Here's My Single Best Investment Idea for August,en
TECHNOLOGY,https://in.reuters.com/article/china-smartphones-july/smartphone-shipments-in-china-plunge-35-in-july-government-data-idINKCN2580UF,in.reuters.com,2020-08-12 07:58:00,Smartphone shipments in China plunge 35% in July: government data,en
ENTERTAINMENT,https://pagesix.com/2020/08/04/royal-family-wishes-meghan-markle-a-happy-birthday-as-she-turns-39/,pagesix.com,2020-08-04 11:19:00,Royal Family wishes Meghan Markle a 'very happy birthday' as she turns 39,en
HEALTH,https://www.cqnews.com.au/news/deadly-virus-re-emerges-in-china/4073804/,cqnews.com.au,2020-08-07 06:54:00,Deadly virus re-emerges in China | CQ News,en
NATION,https://wtvbam.com/news/articles/2020/aug/09/indonesia-covid-19-cases-rise-by-1893-deaths-by-65-official-data/1047591/?refer-section=world,wtvbam.com,2020-08-09 08:54:40,"Indonesia COVID-19 cases rise by 1893, deaths by 65: official data",en
TECHNOLOGY,https://www.bikeradar.com/news/kask-mojito-3/,bikeradar.com,2020-08-03 11:12:00,"Kask Mojito 3 helmet launched | Improved comfort, ventilation & safety",en
ENTERTAINMENT,https://www.cheatsheet.com/entertainment/tory-lanez-sources-deny-reports-that-hes-been-deported-following-the-megan-thee-stallion-incident.html/,cheatsheet.com,2020-08-04 22:20:45,Tory Lanez Sources Deny Reports That He's Been Deported Following the Megan Thee Stallion Incident,en
NATION,https://www.iol.co.za/news/south-africa/kwazulu-natal/northdale-hospital-managers-suspended-after-patient-dies-in-parking-lot-medical-cubicle-249b35a7-ebf8-4894-aa7f-0b48b4a98004,iol.co.za,2020-08-05 16:47:37,Northdale Hospital managers suspended after patient dies in parking lot 'medical cubicle',en
